source	target	kind	discovery	blame_date	file_created	evidence
420	215	context	later	2026-09-16	2026-09-19	`design/roadmap/215-x86-64-pci-interrupt-routing.md`, which listed the set first.
420	303	context	at-creation	2026-09-19	2026-09-19	three disks, nothing else, because M-303 removed the structural obstacle:
420	161	context	at-creation	2026-09-19	2026-09-19	`-device` line, and M-161's note says what else it wants.
421	261	context	at-creation	2026-09-19	2026-09-19	filed 2026-09-17 by the M-261 lane (the EL0 NVMe server), which closed the question this was
421	261	context	at-creation	2026-09-19	2026-09-19	kind of question. S-86 routed both to him rather than to a lane, and M-261's own lane closed
421	261	context	later	2026-09-17	2026-09-19	**M-261 answered it.** A process owns the controller's data plane, it serves
421	261	context	later	2026-09-17	2026-09-19	## Why M-261's lane did not take it
421	261	context	at-creation	2026-09-19	2026-09-19	a holder may then ask for, and M-261 answered it by putting the data plane in a process that
422	311	context	at-creation	2026-09-19	2026-09-19	filed 2026-09-17 by M-311, which was minted to fix a path and found that the path was the
422	238	context	later	2026-09-17	2026-09-19	M-238's check asks **when a workflow last succeeded**, and reports one whose last success is
422	311	context	later	2026-09-17	2026-09-19	generates exactly the standing alarm that teaches a reader to stop looking. It caught M-311's
423	319	context	at-creation	2026-09-19	2026-09-19	filed 2026-09-17 by M-319, which proved the parsing half and so narrowed what the volatile
423	435	context	at-creation	2026-09-19	2026-09-19	written up 2026-09-19 by M-435's slice-c lane because this gate named no section. It is a
423	431	context	at-creation	2026-09-19	2026-09-19	**Premise re-checked 2026-09-19 and still true, and this block subsumes M-431.**
423	431	context	at-creation	2026-09-19	2026-09-19	**M-431 was filed a day later restating the pre-319 framing** (that the parsing half carries
423	319	superseded	at-creation	2026-09-19	2026-09-19	surviving claim is this block's. It is `SUPERSEDED` by this one and by M-319.
423	304	context	later	2026-09-17	2026-09-19	M-304's lane named `kernel/src/arch/x86_64/machine.rs`'s ACPI walk as its strongest
423	319	context	later	2026-09-17	2026-09-19	**M-319 changed the size of the question rather than answering it.** With
423	319	context	later	2026-09-17	2026-09-19	The parsers. They are proved (M-319, fifteen harnesses), and three defects came out of that;
423	304	context	at-creation	2026-09-19	2026-09-19	M-304 named `kernel/src/arch/x86_64/machine.rs`'s ACPI walk as its strongest remaining
423	319	context	at-creation	2026-09-19	2026-09-19	volatile half reads raw pointers into the direct map. M-319 changed the size of that
424	313	context	at-creation	2026-09-19	2026-09-19	`a-ring-0-that-provably-cannot-execute-ring-3-pages`, filed 2026-09-17 from M-313's security
424	313	context	later	2026-09-17	2026-09-19	M-313's audit found the claim "the kernel cannot execute a confined component's code"
425	313	context	at-creation	2026-09-19	2026-09-19	filed 2026-09-17 from M-313's security audit while gating (finding 7), outside its lens.
425	210	context	later	2026-09-17	2026-09-19	A filtered run is how a person reproduces one failure, and it is how M-210's `--test
426	319	context	at-creation	2026-09-19	2026-09-19	`a-sweep-for-specification-fields-that-are-one-less`, filed 2026-09-17 by M-319, which met
426	319	context	at-creation	2026-09-19	2026-09-19	M-319's own two sites account for four of them and are settled. The rest have not been read
426	319	context	later	2026-09-17	2026-09-19	M-319 found both spellings within one crate:
426	319	context	later	2026-09-17	2026-09-19	Add a harness where the value crosses a trust boundary, which is the rule M-319 already
426	319	context	at-creation	2026-09-19	2026-09-19	panics. M-319 found both spellings inside one crate, `parse_dmar` reading `body[0] + 1` into
427	311	context	at-creation	2026-09-19	2026-09-19	`the-documentation-sweep-the-worklist-already-ranks`, filed 2026-09-17 by M-311 alongside
427	313	context	at-creation	2026-09-19	2026-09-19	audited on 2026-09-17 by M-313, so `documentation` is the only standing example rather than
427	284	context	later	2026-09-17	2026-09-19	16/16 72 2026-09-14 design/roadmap/284-finish-the-progenitor-rename.md
427	158	context	later	2026-09-17	2026-09-19	14/19 53 2026-09-14 design/roadmap/158-kernel-object-rename-build.md
427	175	context	later	2026-09-17	2026-09-19	M-311 swept for paths that M-175's `user/` split moved, and found the sweep is
427	311	context	later	2026-09-17	2026-09-19	M-311 swept for paths that M-175's `user/` split moved, and found the sweep is
427	383	context	at-creation	2026-09-19	2026-09-19	`design/roadmap/383-a-backticked-path-that-does-not-resolve.md` is the standing proposal for
427	311	context	at-creation	2026-09-19	2026-09-19	at all. One measured scope to start from is M-311's finding that eight distinct
428	310	context	at-creation	2026-09-19	2026-09-19	2026-09-17 by the M-310 lane on the first measurement of a run that actually finished. The
428	310	context	later	2026-09-17	2026-09-19	three. Nothing is blocked meanwhile: the job is green as of M-310 and finishes inside its
428	310	context	later	2026-09-17	2026-09-19	happened, for the reason M-310 fixed: the job had never once succeeded, so nothing had ever
428	310	context	later	2026-09-17	2026-09-19	Nothing. The job is green as of M-310 and the 240-minute budget accommodates the measured
428	310	context	at-creation	2026-09-19	2026-09-19	which nothing had ever done, because the job had never once succeeded. M-310 fixed that and
429	310	context	at-creation	2026-09-19	2026-09-19	2026-09-18 by the maintainer when M-310's lane reported "ready for review, all gates green"
429	310	context	at-creation	2026-09-18	2026-09-19	M-310's lane ran for 18 hours. Almost all of it was blocked, by instruction, inside two
429	310	context	at-creation	2026-09-18	2026-09-19	against it. The lane's second run was its own call and the right one: M-310 existed because
429	428	context	at-creation	2026-09-19	2026-09-19	M-428 (design/roadmap/428-what-the-weekly-miri-run-should-cost.md).
429	310	context	at-creation	2026-09-19	2026-09-19	M-310's lane ran for 18 hours, roughly 17 of them blocked inside two three-hour Miri runs.
430	115	context	at-creation	2026-09-18	2026-09-19	read by a human, and is **invisible to the tool**. M-115's whole purpose is that a refused
430	115	context	at-creation	2026-09-18	2026-09-19	so nothing about the record looks wrong. What breaks is precisely the query M-115 exists to
430	115	context	at-creation	2026-09-19	2026-09-19	them. That defeats the one query M-115 exists to serve, has this name been refused before,
431	423	superseded	at-creation	2026-09-19	2026-09-19	**Status: SUPERSEDED.** 2026-09-19, by M-319 and M-423. Promoted from the proposal
431	319	superseded	at-creation	2026-09-19	2026-09-19	**Status: SUPERSEDED.** 2026-09-19, by M-319 and M-423. Promoted from the proposal
431	304	context	at-creation	2026-09-19	2026-09-19	`the-acpi-walk-is-reachable-and-unproved`, filed 2026-09-18, split out of M-304's
431	319	context	at-creation	2026-09-19	2026-09-19	proves". **M-319 proved it on 2026-09-17**: that crate now carries 21 Kani harnesses across
431	423	context	at-creation	2026-09-19	2026-09-19	**What survives is the volatile half, and it already has a block.** M-423, filed 2026-09-17
431	319	context	at-creation	2026-09-19	2026-09-19	by M-319's own lane, states the same remaining work with the post-319 framing: the seam this
431	433	context	at-creation	2026-09-19	2026-09-19	that word is for. The number is spent either way, per M-433's own `BUGS`.
431	304	context	at-creation	2026-09-18	2026-09-19	**In brief.** M-304 put `kernel/src/arch/x86_64/` in front of the prover for the first time.
431	304	context	at-creation	2026-09-19	2026-09-19	M-304 put `kernel/src/arch/x86_64/` in front of the prover for the first time and its
431	319	context	at-creation	2026-09-19	2026-09-19	day stale: M-319 proved that crate on 2026-09-17 with fifteen harnesses, three of them false
431	423	superseded	at-creation	2026-09-19	2026-09-19	M-423 states it with the narrower framing 319 made possible. Promoted and superseded in one
432	322	context	at-creation	2026-09-19	2026-09-19	2026-09-18 from M-322's confirmation pass, which went looking for an unexercised IOMMU
432	433	context	at-creation	2026-09-19	2026-09-19	and bit constants are not proved and cannot be. This is the newest block in M-433's promotion
433	434	superseded	at-creation	2026-09-19	2026-09-19	this milestone's ruling as a case against the directory and retired it (M-434), which calef
433	250	context	at-creation	2026-09-19	2026-09-19	(354 by M-250 on the day it was filed, 361 by M-188's re-measurement, 362 and 364
433	188	context	at-creation	2026-09-19	2026-09-19	(354 by M-250 on the day it was filed, 361 by M-188's re-measurement, 362 and 364
433	303	context	at-creation	2026-09-19	2026-09-19	by M-303 and the newer x86_64 fixture block), two `BUILT` (375 by the radon bench session
433	290	context	at-creation	2026-09-19	2026-09-19	defects found that predate the pass: M-290 carried two adjacent `**Proposed.**` bullets
433	265	context	at-creation	2026-09-19	2026-09-19	with the prose on the wrong one, and M-265's `**Proposed.**` bullet for the unswept
433	423	context	at-creation	2026-09-19	2026-09-19	premise M-319 had falsified the day before and restating work M-423 already
433	319	context	at-creation	2026-09-19	2026-09-19	premise M-319 had falsified the day before and restating work M-423 already
433	302	context	at-creation	2026-09-19	2026-09-19	as M-302. The other 22 are `NOT-STARTED` and each says what was checked. Three counts
433	290	context	at-creation	2026-09-19	2026-09-19	bullet describes. M-290 carried a bullet whose prose belonged to the bullet above it, and
433	265	context	at-creation	2026-09-19	2026-09-19	M-265 carried one naming a proposal about a different subject. Both passed every build for
433	247	context	at-creation	2026-09-19	2026-09-19	section above. A gate that could tell would have to read prose, which is the thing M-247
433	326	context	at-creation	2026-09-19	2026-09-19	- **M-326.** The two mutation-testing proposals in the pile (354 and 418) were both checked
433	326	context	at-creation	2026-09-19	2026-09-19	against M-326's live triage rather than assumed either way, and neither is covered by it:
434	433	context	at-creation	2026-09-19	2026-09-19	what M-433 did to all 106 of them.
434	433	context	at-creation	2026-09-19	2026-09-19	calef ruled on 2026-09-19 that `design/roadmap/proposals/` should not exist, M-433 drained
434	247	context	at-creation	2026-09-19	2026-09-19	account of that hole is still true. Three lanes on M-247's sweep found work a block had
434	236	context	at-creation	2026-09-19	2026-09-19	M-236's rule (a derivation two scripts copy will drift while both look authoritative) no
434	436	context	at-creation	2026-09-19	2026-09-19	notes, two audit reports and one shell script. They are untouched here and are M-436:
434	436	context	at-creation	2026-09-19	2026-09-19	- **M-436.** About forty citations of `design/roadmap/proposals/<slug>.md` still dangle,
434	433	context	at-creation	2026-09-19	2026-09-19	M-433's last lane merged, and no gate in this tree can tell a stale paragraph from a
434	433	context	at-creation	2026-09-19	2026-09-19	`design/roadmap/proposals/` directory on 2026-09-19, M-433 drained all 106 files out of it,
435	421	context	at-creation	2026-09-19	2026-09-19	calef ruled M-421's gate from `NONE` to `DECISION` on 2026-09-19, then asked: *"Does the
435	433	context	at-creation	2026-09-19	2026-09-19	M-433's drain of the proposal pile. Promotion carried each block's gate token across
435	105	context	at-creation	2026-09-19	2026-09-19	- **M-105's first fork was decided six days before the block was minted.**
435	142	context	at-creation	2026-09-19	2026-09-19	- **M-142's gate names a decision half of which S-104 took on 2026-08-20.**
435	147	context	at-creation	2026-09-19	2026-09-19	- **M-147's gate defers to M-75, whose question S-139 answered on 2026-09-02.**
435	335	context	at-creation	2026-09-19	2026-09-19	nothing for the removed flush. M-335 already measured exactly that on the riscv64 twin.
435	433	context	at-creation	2026-09-19	2026-09-19	about M-433's drain rather than about these blocks. Of the four numbered under 327, **three
435	241	context	at-creation	2026-09-19	2026-09-19	booted since 2026-09-05, so half of M-241's trigger has fired, and M-330 cited a
435	330	context	at-creation	2026-09-19	2026-09-19	booted since 2026-09-05, so half of M-241's trigger has fired, and M-330 cited a
435	433	context	at-creation	2026-09-19	2026-09-19	`milestone/435-slice-c`. Fifteen blocks, all of them promoted hours earlier by M-433, which
435	391	context	at-creation	2026-09-19	2026-09-19	merge, which is the renumber slice B's last paragraph predicted). **Zero tokens were wrong.** One, M-391, was the
435	269	context	at-creation	2026-09-19	2026-09-19	narrow one's momentum and said to answer it when M-269 gives it a consumer. So 391 gets a
435	406	context	at-creation	2026-09-19	2026-09-19	**Two blocks arrived with a problem already recorded, and both readings held.** M-406's
435	415	context	at-creation	2026-09-19	2026-09-19	retitling to calef. M-415 was suspected of carrying a token that had gone too strong, and
435	406	context	at-creation	2026-09-19	2026-09-19	- **Recorded.** *M-406's title is false by its own first sentence*, found by slice c's lane,
435	421	context	at-creation	2026-09-19	2026-09-19	found it by asking whether M-421's freshly corrected gate had a decision behind it; it did
435	433	context	at-creation	2026-09-19	2026-09-19	evening from M-433's drain, which carried each proposal's gate token across unchanged. The work is a
436	434	context	at-creation	2026-09-19	2026-09-19	**Status: NOT-STARTED.** Minted 2026-09-19 by M-434's lane, which found the citations while
436	433	context	at-creation	2026-09-19	2026-09-19	`design/roadmap/proposals/` was drained by M-433 and no longer exists. About **forty**
436	276	context	at-creation	2026-09-19	2026-09-19	smaller defect of the same family: M-276's block says `script/roadmap --proposed` "already
436	301	context	at-creation	2026-09-19	2026-09-19	computes" a number, and M-301's says `scripts/roadmap_proposals.py` "matches PROPOSED and
436	433	context	at-creation	2026-09-19	2026-09-19	**They are readable, which is why this is a milestone and not an emergency.** M-433 chose
436	303	context	at-creation	2026-09-19	2026-09-19	`design/roadmap/303-x86-64-fs-disk.md` cites
436	325	followon	at-creation	2026-09-19	2026-09-19	`## Follow-on` section already names M-325 for the same item, so the body is simply behind
436	433	context	at-creation	2026-09-19	2026-09-19	**The ones whose slug has no numbered file are the work.** M-433 recorded about thirty
436	433	context	at-creation	2026-09-19	2026-09-19	M-433 drained `design/roadmap/proposals/` and kept each proposal's slug on the numbered
437	326	context	at-creation	2026-09-19	2026-09-19	**Status: NOT-STARTED.** Filed 2026-09-19 by M-326's lane while triaging the 2026-09-14
437	433	context	at-creation	2026-09-19	2026-09-19	evening (M-433, decision S-140), and could not know. The integrator numbered it at merge,
438	512	context	at-creation	2026-09-20	2026-09-19	proposed in `design/roadmap/512-the-census-blamed-a-pull-request-that-added-four.md`; this
438	326	context	at-creation	2026-09-19	2026-09-19	**The second pair is a defect in the instrument**, the same family as M-326's `proofs.rs`
438	492	context	at-creation	2026-09-20	2026-09-19	in `design/roadmap/492-a-const-in-a-proof-module-escapes-its-exclusion.md`.
438	319	context	at-creation	2026-09-19	2026-09-19	[#927](https://github.com/crickertech/nife/pull/927) (merge `aa6a50b`, M-319, 2026-09-17), in
438	340	context	at-creation	2026-09-19	2026-09-19	grows silently"*; `image-permissions` is the seventh check sitting in that state and M-340 is
438	512	context	at-creation	2026-09-20	2026-09-19	- **M-512.** M-512 (the census blamed one pull request for), `design/roadmap/512-the-census-blamed-a-pull-request-that-added-four.md`, ...
438	492	context	at-creation	2026-09-20	2026-09-19	- **M-492.** M-492 (a const inside a proof module is), `design/roadmap/492-a-const-in-a-proof-module-escapes-its-exclusion.md`, the
438	479	context	at-creation	2026-09-20	2026-09-19	This refusal is M-479 (design/roadmap/479-a-blocking-mutation-gate-on-the-diff.md), which
438	326	context	at-creation	2026-09-19	2026-09-19	`aa6a50b`, which is the honest replay and is **not** today's file: M-326 added
438	319	context	at-creation	2026-09-19	2026-09-19	Measured and refused. Replaying `cargo mutants --in-diff` against M-319's pull request
439	324	context	at-creation	2026-09-19	2026-09-19	**Status: NOT-STARTED.** Minted 2026-09-19 by the integrator, from M-324's parts 2 and 3
439	324	context	at-creation	2026-09-19	2026-09-19	`crates/board_console` can tell a finished job-mix sweep from a wedged one, since M-324's
439	168	context	at-creation	2026-09-19	2026-09-19	seconds and a ratio of twenty to one, taken from a capture made hours earlier. M-168's lane
439	324	context	at-creation	2026-09-19	2026-09-19	**It is a kernel change**, which is why M-324's lane recorded it rather than taking it: the
439	324	context	at-creation	2026-09-19	2026-09-19	threshold's justification, not the vocabulary. M-324's lane deliberately added no status and
439	168	context	at-creation	2026-09-19	2026-09-19	read, and 2026-09-19 is the day that cost got paid once already: M-168's lane changed those
439	324	context	at-creation	2026-09-19	2026-09-19	fields on `main` while M-324's lane wrote a parser for the old ones, and every gate stayed
439	324	context	at-creation	2026-09-19	2026-09-19	- **M-324.** Where the measurement comes from, and where the ratio was corrected from twenty
439	168	context	at-creation	2026-09-19	2026-09-19	twenty to one until M-168 took the sweep to 21 repeats of a seven-kind mix, which spent a
440	286	context	at-creation	2026-09-19	2026-09-19	**Status: NOT-STARTED.** Filed 2026-09-13 as an unnumbered proposal by M-286's lane, out of
440	433	context	at-creation	2026-09-19	2026-09-19	the milestone calef minted the same day; numbered 2026-09-19 by M-433's drain of the
440	435	context	at-creation	2026-09-19	2026-09-19	M-435's slice-c lane because this gate named no section.
440	286	context	at-creation	2026-09-19	2026-09-19	M-286 collapsed two enumerations of "the checks that gate a pull
440	400	context	at-creation	2026-09-19	2026-09-19	session landed its own M-400 (the shell on the firmware screen) while this branch waited in
440	400	context	at-creation	2026-09-19	2026-09-19	the queue, so both meanings of "M-400" existed in the tree at once and the citations had to
440	286	context	later	2026-09-13	2026-09-19	and in M-286's block. A `**Proposed.**` bullet in that block points here.
441	436	context	at-creation	2026-09-19	2026-09-19	which is M-436's class and is left to it. **Built and proved under QEMU and on file-backed
441	127	context	at-creation	2026-09-19	2026-09-19	(`0x4008_0000`) and argon's starts at `0x8000_0000`; that is M-127's port, for `booti` as
441	127	context	at-creation	2026-09-19	2026-09-19	- **M-127.** argon cannot take the aarch64 payload because the kernel is linked at QEMU
441	436	context	at-creation	2026-09-19	2026-09-19	- **M-436.** Deleting the proposal leaves DECISIONS S-157 citing a path that resolves to
442	501	context	at-creation	2026-09-20	2026-09-19	- **M-501.** A client that speaks TLS 1.3 to one peer, holding that peer's root or pinned key as
442	501	context	at-creation	2026-09-20	2026-09-19	M-501 (a TLS client that speaks to one), `design/roadmap/501-a-tls-client-that-speaks-to-one-pinned-peer.md`.
442	496	context	at-creation	2026-09-20	2026-09-19	- **M-496.** That a program which aborts is never heard, so its panic message and every line
442	496	context	at-creation	2026-09-20	2026-09-19	M-496 (a dying program's last words reach nobody), `design/roadmap/496-a-dying-programs-last-words-reach-nobody.md`. This lane's own wrong
443	439	context	at-creation	2026-09-19	2026-09-19	and M-439 in one day, and `script/lint` fails on a gap, so whoever lands second
443	294	context	at-creation	2026-09-19	2026-09-19	M-294 had already made the index derived and, deliberately, made a stale row a **report**
443	177	context	at-creation	2026-09-19	2026-09-19	M-177, which turned `BUILT` on 2026-09-19. That is not a finding this milestone created: the
443	128	prerequisite	at-creation	2026-09-19	2026-09-19	workflow is **a bot writing to `main`, which this tree has never done**, and it needs M-128's
443	510	context	at-creation	2026-09-20	2026-09-19	rather than built: `design/roadmap/510-nothing-regenerates-the-roadmap-index.md`.
443	365	context	at-creation	2026-09-19	2026-09-19	- It does not make two lanes safe in the same source file. That is M-365
443	128	prerequisite	at-creation	2026-09-19	2026-09-19	It needs an identity (M-128) and a rule about what else such a commit may touch. Not
443	510	context	at-creation	2026-09-20	2026-09-19	- **M-510.** Post-merge regeneration of `design/roadmap/README.md`, with the bot-identity
443	510	prerequisite	at-creation	2026-09-20	2026-09-19	question it depends on, in M-510 (regenerating the index is nobody's job), `design/roadmap/510-nothing-regenerates-the-roadmap-index.md`.
443	513	context	at-creation	2026-09-20	2026-09-19	- **M-513.** `design/decisions/README.md` is hand-maintained and is now the tree's remaining
443	513	context	at-creation	2026-09-20	2026-09-19	index hotspot, in M-513 (the decision index is still hand-maintained), `design/roadmap/513-the-decision-index-is-still-hand-maintained.md`.
445	243	context	at-creation	2026-09-20	2026-09-20	`cargo xtask uefi-boot` asserts the claim of M-243 (a machine with no serial port has no
445	243	context	at-creation	2026-09-20	2026-09-20	`boot_ladder::BANNER`, the tour's *first* line, moved there hours earlier by M-243's second
445	157	context	at-creation	2026-09-20	2026-09-20	That changes when M-157 (real display output on the board) gives those two a firmware
445	157	context	at-creation	2026-09-20	2026-09-20	M-157 as what makes the other two architectures need the knob.
445	243	context	at-creation	2026-09-20	2026-09-20	`cargo xtask uefi-boot` asserted M-243's claim by sampling a window that closes in guest
446	442	context	at-creation	2026-09-20	2026-09-20	A lane on M-442 (a crypto provider `rustls` can use on all three bare-metal targets)
446	115	context	at-creation	2026-09-20	2026-09-20	- **Zero of the 9 paragraphs records a refusal.** The claim of M-115 (the names that were
447	164	context	at-creation	2026-09-20	2026-09-20	M-164 (x86_64 userspace can't build `aes`: no SSE, no scalar fallback), whose
447	184	context	at-creation	2026-09-20	2026-09-20	- M-184 (extend the `std` port to x86_64), in [its own block](184-std-x86-64.md), calls
447	124	context	at-creation	2026-09-20	2026-09-20	through one more frame on the way. M-124 (a thread is born where it
447	442	context	at-creation	2026-09-20	2026-09-20	- **The second failure class of M-442 (a crypto provider `rustls` can use on all three
447	534	context	at-creation	2026-09-21	2026-09-20	- **M-534.** M-534 (the soft-float targets could now be flipped),
447	534	context	at-creation	2026-09-21	2026-09-20	`design/roadmap/534-the-soft-float-targets-could-now-be-flipped.md`: the target flip, what it
447	534	context	at-creation	2026-09-21	2026-09-20	- **M-534.** First on that same file's list, in
447	124	context	at-creation	2026-09-20	2026-09-20	frame well below the 3552 bytes it has carried since M-124 (a thread is born where it
447	164	context	at-creation	2026-09-20	2026-09-20	M-164's refused Route 2, reopened by calef. The kernel saved no FP or vector state anywhere,
448	164	context	at-creation	2026-09-20	2026-09-20	**The cost arrived on 2026-09-20 and it is concrete.** M-164 (x86_64 userspace can't build
448	442	context	at-creation	2026-09-20	2026-09-20	nothing needed FP state to compile `aes`. The reason eroded quietly afterwards. M-442 (a
448	164	context	at-creation	2026-09-20	2026-09-20	not hold: M-164's refusal stated its condition **perfectly** ("The number is owed when an
448	461	context	at-creation	2026-09-20	2026-09-20	**The stale refusal this lane was asked to look for was already known**, and it is M-461 (an
448	460	context	at-creation	2026-09-20	2026-09-20	2026-09-20. No second one turned up. Two came close enough to name: M-460 (a riscv64 arm for
448	463	context	at-creation	2026-09-20	2026-09-20	likely to erode without anyone noticing, and M-463 (an MCFG whose first bus is not zero) is
449	448	context	at-creation	2026-09-20	2026-09-20	M-448 (design/roadmap/448-a-refusal-gets-a-number.md), which gave a refusal that names work a number, a
450	104	context	at-creation	2026-09-20	2026-09-20	**Status: REFUSED.** Refused by M-104 (design/roadmap/104-init-measures-what-init-loads.md),
450	448	context	at-creation	2026-09-20	2026-09-20	M-448 (design/roadmap/448-a-refusal-gets-a-number.md), which gave a refusal that names work a number, a
450	104	context	at-creation	2026-09-20	2026-09-20	> -- design/roadmap/104-init-measures-what-init-loads.md
451	109	context	at-creation	2026-09-20	2026-09-20	**Status: REFUSED.** Refused by M-109 (design/roadmap/109-xargs-at-the-grant-bound.md), and
451	448	context	at-creation	2026-09-20	2026-09-20	M-448 (design/roadmap/448-a-refusal-gets-a-number.md), which gave a refusal that names work a number, a
451	109	context	at-creation	2026-09-20	2026-09-20	> -- design/roadmap/109-xargs-at-the-grant-bound.md
452	110	context	at-creation	2026-09-20	2026-09-20	**Status: REFUSED.** Refused by M-110 (design/roadmap/110-recovery-from-a-partition.md), and
452	448	context	at-creation	2026-09-20	2026-09-20	M-448 (design/roadmap/448-a-refusal-gets-a-number.md), which gave a refusal that names work a number, a
452	110	context	at-creation	2026-09-20	2026-09-20	> -- design/roadmap/110-recovery-from-a-partition.md
453	112	context	at-creation	2026-09-20	2026-09-20	**Status: REFUSED.** Refused by M-112 (design/roadmap/112-safety-comments-that-bind.md), and
453	448	context	at-creation	2026-09-20	2026-09-20	M-448 (design/roadmap/448-a-refusal-gets-a-number.md), which gave a refusal that names work a number, a
453	112	context	at-creation	2026-09-20	2026-09-20	> -- design/roadmap/112-safety-comments-that-bind.md
454	124	context	at-creation	2026-09-20	2026-09-20	M-124 (design/roadmap/124-a-thread-is-born-where-it-lives.md),
454	448	context	at-creation	2026-09-20	2026-09-20	2026-09-20 by M-448 (design/roadmap/448-a-refusal-gets-a-number.md), which gave a refusal
454	124	context	at-creation	2026-09-20	2026-09-20	> -- design/roadmap/124-a-thread-is-born-where-it-lives.md
454	124	context	at-creation	2026-09-20	2026-09-20	harder to see. M-124's block says it plainly: growing the stack remains an independent
455	126	context	at-creation	2026-09-20	2026-09-20	**Status: REFUSED.** Refused by M-126 (design/roadmap/126-who-else-is-running.md), and
455	448	context	at-creation	2026-09-20	2026-09-20	M-448 (design/roadmap/448-a-refusal-gets-a-number.md), which gave a refusal that names work a number, a
455	126	context	at-creation	2026-09-20	2026-09-20	> -- design/roadmap/126-who-else-is-running.md
456	448	context	at-creation	2026-09-20	2026-09-20	2026-09-20 by M-448 (design/roadmap/448-a-refusal-gets-a-number.md), which gave a refusal
457	448	context	at-creation	2026-09-20	2026-09-20	M-448 (design/roadmap/448-a-refusal-gets-a-number.md), which gave a refusal that names work a number, a
458	448	context	at-creation	2026-09-20	2026-09-20	M-448 (design/roadmap/448-a-refusal-gets-a-number.md), which gave a refusal that names work a number, a
459	161	context	at-creation	2026-09-20	2026-09-20	**Status: REFUSED.** Refused by M-161 (design/roadmap/161-x86-64-kernel-port.md), milestone
459	215	context	at-creation	2026-09-20	2026-09-20	215 (design/roadmap/215-x86-64-pci-interrupt-routing.md), and recorded there on 2026-09-03.
459	448	context	at-creation	2026-09-20	2026-09-20	Backfilled here on 2026-09-20 by M-448 (design/roadmap/448-a-refusal-gets-a-number.md),
459	161	context	at-creation	2026-09-20	2026-09-20	> -- design/roadmap/161-x86-64-kernel-port.md
459	215	context	at-creation	2026-09-20	2026-09-20	> -- design/roadmap/215-x86-64-pci-interrupt-routing.md
459	215	context	at-creation	2026-09-20	2026-09-20	might fail on xenon. Two blocks refused it with the same reasoning: M-161 (the x86_64 kernel port) deferred it, and M-215 (a PCI function's ...
459	161	context	at-creation	2026-09-20	2026-09-20	might fail on xenon. Two blocks refused it with the same reasoning: M-161 (the x86_64 kernel port) deferred it, and M-215 (a PCI function's ...
459	215	context	at-creation	2026-09-20	2026-09-20	at a null modem, which M-215's block calls this project's most expensive place to discover
460	162	context	at-creation	2026-09-20	2026-09-20	**Status: REFUSED.** Refused by M-162 (design/roadmap/162-cpu-instruction-entropy.md), and
460	448	context	at-creation	2026-09-20	2026-09-20	M-448 (design/roadmap/448-a-refusal-gets-a-number.md), which gave a refusal that names work a number, a
460	159	context	at-creation	2026-09-20	2026-09-20	> instruction to wrap; M-159's JH7110 TRNG is the real hardware source there, through its
460	162	context	at-creation	2026-09-20	2026-09-20	> -- design/roadmap/162-cpu-instruction-entropy.md
460	159	context	at-creation	2026-09-20	2026-09-20	behind it, and the real hardware source on that architecture is M-159 (a real hardware entropy source: the JH7110's TRNG), through its own ...
461	164	context	at-creation	2026-09-20	2026-09-20	**Status: REFUSED.** Refused by M-164 (design/roadmap/164-x86-64-fs-server-aes.md), and
461	448	context	at-creation	2026-09-20	2026-09-20	M-448 (design/roadmap/448-a-refusal-gets-a-number.md), which gave a refusal that names work a number, a
461	164	context	at-creation	2026-09-20	2026-09-20	> -- design/roadmap/164-x86-64-fs-server-aes.md
461	448	context	at-creation	2026-09-20	2026-09-20	This is the refusal that prompted M-448, and it is worth being exact about why it is a good
461	442	context	at-creation	2026-09-20	2026-09-20	**What has happened since is calef's, reported on 2026-09-20.** M-442 (a crypto provider `rustls` can use on all three
462	164	context	at-creation	2026-09-20	2026-09-20	**Status: REFUSED.** Refused by M-164 (design/roadmap/164-x86-64-fs-server-aes.md), and
462	448	context	at-creation	2026-09-20	2026-09-20	M-448 (design/roadmap/448-a-refusal-gets-a-number.md), which gave a refusal that names work a number, a
462	164	context	at-creation	2026-09-20	2026-09-20	> -- design/roadmap/164-x86-64-fs-server-aes.md
462	461	context	at-creation	2026-09-20	2026-09-20	M-461 (design/roadmap/461-an-sse-enabled-x86-64-userspace-target.md), so the two move together.
463	165	context	at-creation	2026-09-20	2026-09-20	**Status: REFUSED.** Refused by M-165 (design/roadmap/165-x86-64-pci-acpi-mcfg.md), and
463	448	context	at-creation	2026-09-20	2026-09-20	M-448 (design/roadmap/448-a-refusal-gets-a-number.md), which gave a refusal that names work a number, a
463	165	context	at-creation	2026-09-20	2026-09-20	> -- design/roadmap/165-x86-64-pci-acpi-mcfg.md
464	168	context	at-creation	2026-09-20	2026-09-20	**Status: REFUSED.** Refused by M-168 (design/roadmap/168-multitasking-benchmark.md), and
464	448	context	at-creation	2026-09-20	2026-09-20	M-448 (design/roadmap/448-a-refusal-gets-a-number.md), which gave a refusal that names work a number, a
464	168	context	at-creation	2026-09-20	2026-09-20	> -- design/roadmap/168-multitasking-benchmark.md
465	175	context	at-creation	2026-09-20	2026-09-20	M-175 (design/roadmap/175-user-components-fixtures-split.md), and recorded there on 2026-09-13. Backfilled
